tavg,tmin,tmax,prcp,snow,wspd,pres
8.2,3.3,12.8,0.3,0.0,10.590167865707436,1.0046759203325226
9.5,6.1,12.8,0.25789473684210523,0.0,7.9,0.9950160710599999
7.9,4.4,11.7,0.25789473684210523,0.0,6.0,0.9986676872699999
6.8,0.6,12.2,0.0,0.0,1.6,1.0046759203325226
8.6,3.9,14.4,0.6,0.0,7.7,1.0046879193999998
10.2,4.4,17.8,0.0,0.0,9.9,1.0016284571699998
7.2,1.1,12.2,0.25789473684210523,0.0,6.9,0.9980755332899999
5.5,0.6,10.6,0.25789473684210523,0.0,8.2,1.00656307367
8.2,3.3,12.8,0.3,0.0,10.590167865707436,1.0046759203325226
5.7,2.2,9.4,0.25789473684210523,0.0,10.3,1.0048853040599999
7.6,6.7,8.9,0.25789473684210523,0.0,19.1,1.0046759203325226
7.0,3.3,11.1,0.25789473684210523,0.0,19.7,0.99491737873
4.9,1.7,8.9,0.25789473684210523,0.0,6.6,1.01120161318
8.2,3.3,12.8,0.3,0.0,10.590167865707436,1.0046759203325226
10.8,5.6,17.2,0.25789473684210523,0.0,5.7,1.0095238435699998
8.2,3.3,11.1,0.25789473684210523,0.0,8.4,1.0107081515299998
8.2,4.4,12.8,0.25789473684210523,0.0,11.0,1.01968915356
9.1,2.8,16.7,0.0,0.0,12.1,1.01544538337
11.1,4.4,18.9,0.0,0.0,15.3,1.0085369202699999
10.4,2.8,19.4,0.0,0.0,9.0,1.00379968843
10.4,6.1,13.9,0.25789473684210523,0.0,14.1,1.0052800733799998
7.8,4.4,11.7,0.25789473684210523,0.0,7.8,1.0118924594899998
8.4,0.6,16.1,0.0,0.0,6.6,1.0103133822099999
9.7,1.7,18.3,4.3,0.0,6.3,0.99886507193
8.3,6.7,10.0,0.25789473684210523,0.0,21.9,0.9970886099899998
8.2,3.9,12.8,0.25789473684210523,0.0,13.7,1.0046759203325226
9.7,3.0,16.7,0.0,0.0,5.3,1.0046759203325226
10.1,8.3,12.2,0.25789473684210523,0.0,18.8,1.0003454568799999
7.9,5.0,9.4,0.25789473684210523,0.0,20.5,0.9872193769899998
5.0,3.9,7.8,0.25789473684210523,0.0,14.9,1.0046759203325226
5.4,2.2,10.0,0.25789473684210523,0.0,8.9,0.9978781486299999
4.5,-0.6,10.6,0.2854651162790698,0.0,7.7,1.00360230377
5.6,3.3,8.9,0.2854651162790698,0.0,20.8,0.99156183951
4.9,2.2,7.2,0.2854651162790698,0.0,18.0,0.9992598412499999
5.8,3.3,10.0,0.2854651162790698,0.0,10.6,0.9882063002899999
6.0,4.4,9.4,0.2854651162790698,0.0,27.3,0.9932396091199999
7.4,3.3,11.1,0.2854651162790698,0.0,13.7,1.0116950748299998
8.5,4.4,11.7,0.2854651162790698,0.0,4.3,1.0116950748299998
5.9,1.7,9.4,0.2854651162790698,0.0,17.4,1.0115963824999998
5.9,1.7,11.1,0.2854651162790698,0.0,6.8,1.0118924594899998
9.8,3.3,17.2,0.2854651162790698,0.0,15.2,0.99748337931
10.6,7.2,15.0,0.2854651162790698,0.0,10.1,0.9946213017399999
11.5,7.8,16.7,0.2854651162790698,0.0,6.7,1.0053218921638982
9.9,2.8,14.4,0.2854651162790698,0.0,12.8,1.0013323801799998
8.5,0.0,17.2,0.2854651162790698,0.0,7.0,1.0035036114399998
10.6,6.1,16.7,0.2854651162790698,0.0,7.5,1.00656307367
11.0,3.9,18.9,0.2854651162790698,0.0,5.5,1.00330622678
11.7,6.7,16.7,0.2854651162790698,0.0,7.1,1.00330622678
13.1,5.6,20.0,0.0,0.0,2.3,1.00083891853
13.0,8.9,17.8,0.2854651162790698,0.0,4.4,0.9953121480499999
10.7,8.9,12.8,0.2854651162790698,0.0,8.6,0.9967925329999999
9.8,3.3,13.9,0.0,0.0,9.587530562347188,1.00241799581
8.1,0.6,15.6,0.0,0.0,3.3,1.00587222736
8.4,1.1,15.6,0.2854651162790698,0.0,7.6,1.00626699668
8.4,3.9,12.8,0.2854651162790698,0.0,14.9,1.0053218921638982
9.5,2.2,17.2,0.0,0.0,4.2,1.0107081515299998
9.8,5.6,13.3,21.4,0.0,7.9,0.9939304554299999
9.6,6.7,11.7,0.2854651162790698,0.0,14.5,0.9866272230099999
7.7,5.0,12.2,0.2854651162790698,0.0,13.2,1.0053218921638982
8.1,3.9,12.8,0.2854651162790698,0.0,13.9,1.00587222736
9.4,5.6,13.9,0.2854651162790698,0.0,9.4,1.0113003055099998
10.1,7.2,13.9,0.07355371900826445,0.0,15.4,1.0070565353199998
10.4,6.7,15.0,0.0,0.0,11.2,1.0103133822099999
9.3,3.9,11.1,0.07355371900826445,0.0,22.9,1.00814215095
6.2,2.2,9.4,0.07355371900826445,0.0,9.5,1.01593884502
6.9,3.3,11.1,0.07355371900826445,0.0,8.362037037037036,1.0043861533784462
7.9,0.6,14.4,0.0,0.0,3.3,1.0143597677399998
11.8,5.6,18.3,0.07355371900826445,0.0,6.4,1.00725391998
11.8,2.8,18.9,0.07355371900826445,0.0,5.0,1.00379968843
11.1,3.3,18.9,0.07355371900826445,0.0,7.8,1.0009376108599999
7.8,4.4,11.7,0.25789473684210523,0.0,7.8,1.0118924594899998
8.4,0.6,16.1,0.0,0.0,6.6,1.0103133822099999
11.9,7.2,17.8,0.0,0.0,4.3,1.0116950748299998
13.4,3.0,22.8,0.0,0.0,4.6,1.0043861533784462
14.7,5.0,24.4,0.0,0.0,4.5,1.00320753445
13.6,6.1,21.1,0.0,0.0,6.9,1.00320753445
15.7,8.3,23.3,0.07355371900826445,0.0,5.7,0.9978781486299999
13.4,10.6,21.7,0.07355371900826445,0.0,9.9,1.0043861533784462
13.1,10.0,16.1,0.07355371900826445,0.0,10.8,1.0009376108599999
11.7,8.3,16.7,0.07355371900826445,0.0,11.8,0.9991611489199999
9.7,6.7,15.0,0.07355371900826445,0.0,12.6,1.00784607396
8.1,6.1,11.1,0.07355371900826445,0.0,7.7,1.0043861533784462
8.6,5.6,12.8,0.07355371900826445,0.0,10.3,1.00241799581
8.6,4.4,13.3,0.07355371900826445,0.0,10.3,1.00379968843
10.6,6.1,15.0,0.07355371900826445,0.0,4.4,1.00113499552
11.8,9.4,15.0,0.07355371900826445,0.0,4.3,1.0043861533784462
12.2,10.0,16.1,0.07355371900826445,0.0,7.0,0.9975820716399999
12.1,7.8,15.6,0.07355371900826445,0.0,8.0,0.9997533028999999
10.5,7.8,14.4,0.07355371900826445,0.0,11.8,1.0085369202699999
12.5,9.4,17.8,0.0,0.0,13.0,1.0126819981299997
13.7,10.0,19.4,0.07355371900826445,0.0,2.5,1.00537876571
14.6,10.6,19.4,4.7,0.0,10.8,1.0003454568799999
12.9,8.9,16.7,0.009541984732824428,0.0,5.4,1.00083891853
14.1,8.9,17.2,0.009541984732824428,0.0,8.458730158730159,0.9957069173699998
10.5,4.4,21.1,0.009541984732824428,0.0,4.5,1.0044006767617901
12.9,8.9,17.2,0.009541984732824428,0.0,10.4,1.0044006767617901
14.4,4.4,22.2,0.0,0.0,2.2,1.0055761503699998
14.8,12.2,17.8,0.009541984732824428,0.0,6.7,1.0044006767617901
15.3,10.6,21.1,0.0,0.0,5.2,1.00843822794
13.8,7.2,19.4,0.009541984732824428,0.0,6.9,1.00212191882
13.1,10.6,16.1,0.009541984732824428,0.0,14.9,1.0044006767617901
11.5,10.0,13.9,0.009541984732824428,0.0,14.4,1.00784607396
13.0,9.4,17.2,0.0,0.0,6.9,1.0145571523999999
16.9,5.6,27.8,0.0,0.0,5.0,1.01120161318
16.3,8.9,22.8,0.0,0.0,7.3,1.0101159975499998
11.6,3.9,18.9,0.0,0.0,5.6,1.0115963824999998
10.8,7.2,13.9,0.009541984732824428,0.0,8.5,1.00774738163
10.5,5.0,15.0,0.009541984732824428,0.0,9.9,1.0074513046399998
13.1,10.0,17.2,0.0,0.0,7.2,1.00873430493
13.7,6.7,20.6,0.0,0.0,6.7,1.0042931500799999
13.5,10.0,17.8,0.009541984732824428,0.0,7.1,1.0067604583299998
