time,tavg,tmin,tmax,prcp,snow,wspd,pres
2001-03-01,7.2,0.6,13.3,0.1447019867549669,0.0,7.5,1.00389838076
2001-03-02,8.9,4.4,13.9,0.1447019867549669,0.0,8.1,0.9998519952299999
2001-03-03,7.5,1.7,11.1,0.1447019867549669,0.0,14.5,0.99797684096
2001-03-04,11.3,8.9,14.4,0.1447019867549669,0.0,25.7,0.9907723008699999
2001-03-05,12.0,8.3,15.0,0.1447019867549669,0.0,15.8,0.99689122533
2001-03-06,12.8,8.9,17.2,0.1447019867549669,0.0,15.0,1.0001480722199998
2001-03-07,10.4,5.0,17.2,0.1447019867549669,0.0,10.4,1.0048853040599999
2001-03-08,10.3,7.2,15.6,0.1447019867549669,0.0,11.9,1.00636568901
2001-03-09,9.1,3.9,15.6,0.1447019867549669,0.0,9.0,1.00054284154
2001-03-10,10.0,3.9,17.2,0.1447019867549669,0.0,10.0,0.9981742256199999
2001-03-11,9.1,2.2,16.7,0.1447019867549669,0.0,7.5,1.0000493798899999
2001-03-12,10.6,2.2,18.9,0.1447019867549669,0.0,10.1,1.0046879193999998
2001-03-14,11.0,5.0,20.0,0.1447019867549669,0.0,7.2,1.006661766
2001-03-15,9.0,1.7,17.2,0.1447019867549669,0.0,7.2,1.0046879193999998
2001-03-16,10.3,3.3,17.8,0.1447019867549669,0.0,9.1,1.0031088421199998
2001-03-17,12.6,3.9,22.8,0.1447019867549669,0.0,8.4,1.0045892270699999
2001-03-18,13.7,5.6,23.9,0.1447019867549669,0.0,6.2,1.0059709196899997
2001-03-19,15.8,7.2,24.4,0.1447019867549669,0.0,6.9,1.0035036114399998
2001-03-20,16.0,10.0,23.9,0.1447019867549669,0.0,8.8,1.00083891853
2001-03-21,12.5,8.9,16.7,0.1447019867549669,0.0,13.7,1.0025166881399998
2001-03-22,12.6,9.4,17.2,0.1447019867549669,0.0,18.5,1.00360230377
2001-03-23,12.8,10.6,16.7,0.1447019867549669,0.0,13.3,1.00360230377
2001-03-24,13.4,8.9,17.8,0.1447019867549669,0.0,16.9,1.0022206111499998
2001-03-25,12.9,6.7,18.3,0.1447019867549669,0.0,15.1,1.0061683043499998
2001-03-26,10.6,2.2,19.4,0.1447019867549669,0.0,8.2,1.006661766
2001-03-27,11.8,3.3,20.0,0.1447019867549669,0.0,8.4,1.00606961202
2001-03-28,14.9,9.4,21.1,0.1447019867549669,0.0,14.0,1.00449053474
2001-03-29,13.7,6.7,22.8,0.1447019867549669,0.0,9.8,1.0003454568799999
2001-03-30,14.4,4.4,25.0,0.1447019867549669,0.0,7.9,1.0006415338699999
2001-03-31,15.1,7.2,24.4,0.1447019867549669,0.0,8.2,1.00044414921
2001-04-02,9.1,5.0,14.4,0.14233983286908078,0.0,20.4,0.9998519952299999
2001-04-03,6.7,-0.6,13.9,0.14233983286908078,0.0,11.1,1.0026153804699998
2001-04-04,8.1,1.1,16.1,0.14233983286908078,0.0,8.7,1.00241799581
2001-04-05,8.9,0.6,16.7,0.14233983286908078,0.0,14.9,1.00143107251
2001-04-06,9.3,7.2,11.7,0.14233983286908078,0.0,15.4,0.99886507193
2001-04-07,9.1,4.4,15.0,0.14233983286908078,0.0,20.4,0.9984703026099999
2001-04-08,6.3,-1.1,12.2,0.14233983286908078,0.0,10.3,1.0052800733799998
2001-04-09,10.1,3.9,17.8,0.14233983286908078,0.0,11.5,1.0020232264899998
2001-04-10,12.1,2.2,18.9,0.14233983286908078,0.0,16.5,1.0009376108599999
2001-04-11,10.8,5.0,16.7,0.14233983286908078,0.0,22.4,1.00152976484
2001-04-12,9.0,0.6,17.8,0.14233983286908078,0.0,9.0,1.00715522765
2001-04-13,9.9,5.0,15.6,0.14233983286908078,0.0,15.0,1.00715522765
2001-04-14,8.7,0.6,17.2,0.14233983286908078,0.0,10.1,1.0057735350299999
2001-04-15,9.1,0.0,17.2,0.14233983286908078,0.0,12.6,1.00587222736
2001-04-16,10.7,2.8,17.8,0.14233983286908078,0.0,13.7,1.0051813810499999
2001-04-17,15.4,10.0,21.7,0.14233983286908078,0.0,11.8,1.00685915066
2001-04-18,11.6,5.6,19.4,0.14233983286908078,0.0,14.9,1.0020232264899998
2001-04-19,10.8,6.7,16.1,0.14233983286908078,0.0,17.9,1.0012336878499999
2001-04-21,10.2,1.1,18.9,0.14233983286908078,0.0,10.0,1.00241799581
2001-04-22,11.0,3.3,17.2,0.14233983286908078,0.0,9.4,1.00981992056
2001-04-23,12.8,2.8,22.8,0.14233983286908078,0.0,7.0,1.0094251512399999
2001-04-24,16.9,6.1,27.8,0.14233983286908078,0.0,7.7,1.0045892270699999
2001-04-25,17.0,10.0,27.2,0.14233983286908078,0.0,9.8,1.0010363031899998
2001-04-26,12.2,7.8,19.4,0.14233983286908078,0.0,14.5,1.0013323801799998
2001-04-27,12.3,7.2,18.9,0.14233983286908078,0.0,20.7,1.0017271495
2001-04-28,13.2,9.4,18.3,0.14233983286908078,0.0,23.2,1.0031088421199998
2001-04-29,12.6,2.8,22.2,0.14233983286908078,0.0,9.8,1.00537876571
2001-04-30,14.7,5.6,23.9,0.14233983286908078,0.0,11.1,1.0061683043499998
2001-05-01,16.0,6.7,26.1,0.03301435406698564,0.0,11.3,1.00379968843
2001-05-02,19.0,13.9,24.4,0.03301435406698564,0.0,32.3,1.00182584183
2001-05-03,20.3,11.1,27.8,0.03301435406698564,0.0,22.5,1.00291145746
2001-05-04,16.2,5.0,26.7,0.03301435406698564,0.0,11.4,1.00301014979
2001-05-05,16.2,5.0,26.7,0.03301435406698564,0.0,9.4,1.0012336878499999
2001-05-06,17.4,7.8,30.0,0.03301435406698564,0.0,8.5,1.0010363031899998
2001-05-07,20.0,7.8,33.3,0.03301435406698564,0.0,8.5,1.00231930348
2001-05-08,21.0,8.9,32.8,0.03301435406698564,0.0,8.7,1.0003454568799999
