time,tavg,tmin,tmax,prcp,snow,wspd,pres
2007-03-01,4.5,1.7,7.2,0.25789473684210523,0.0,10.9,1.00636568901
2007-03-02,7.4,4.4,10.0,0.25789473684210523,0.0,12.1,1.00991861289
2007-03-03,10.3,7.2,13.9,0.25789473684210523,0.0,8.8,1.01692576832
2007-03-04,9.2,4.0,15.0,0.0,0.0,3.9,1.0046759203325226
2007-03-05,11.9,6.7,18.3,0.0,0.0,4.5,1.0073526123099998
2007-03-06,10.2,3.0,17.2,0.0,0.0,1.7,1.0046759203325226
2007-03-07,10.2,6.7,12.8,0.25789473684210523,0.0,12.8,1.0046759203325226
2007-03-08,8.4,6.1,10.6,0.25789473684210523,0.0,14.7,1.00685915066
2007-03-09,9.3,6.7,12.2,0.25789473684210523,0.0,11.2,1.0048853040599999
2007-03-10,12.1,10.0,14.4,0.25789473684210523,0.0,13.3,1.00774738163
2007-03-12,12.3,5.6,15.6,0.25789473684210523,0.0,13.4,1.0085369202699999
2007-03-13,7.5,5.0,11.1,0.0,0.0,3.7,1.01100422852
2007-03-14,8.1,3.9,12.8,0.25789473684210523,0.0,5.2,1.0141623830799997
2007-03-15,7.9,0.0,16.1,0.0,0.0,1.8,1.01347153677
2007-03-16,12.0,4.4,21.1,0.0,0.0,1.8,1.00774738163
2007-03-17,12.5,7.8,18.9,0.25789473684210523,0.0,9.0,1.00508268872
2007-03-18,14.0,11.1,18.9,0.25789473684210523,0.0,11.2,1.0031088421199998
2007-03-19,11.1,9.4,15.0,0.25789473684210523,0.0,12.3,0.9987663795999999
2007-03-20,7.9,2.8,9.4,0.25789473684210523,0.0,15.1,1.0052800733799998
2007-03-21,5.8,-0.6,12.2,0.0,0.0,3.0,1.0141623830799997
2007-03-22,8.5,3.3,15.0,0.0,0.0,6.0,1.0088329972599999
2007-03-24,13.3,11.1,16.7,0.25789473684210523,0.0,12.3,1.0046759203325226
2007-03-25,10.8,7.2,15.0,6.7,0.0,9.0,1.00508268872
2007-03-26,6.6,2.8,10.0,0.25789473684210523,0.0,10.3,1.0046759203325226
2007-03-27,6.9,4.4,10.6,0.25789473684210523,0.0,14.8,1.0079447662899998
2007-03-28,6.5,1.1,12.8,0.0,0.0,3.9,1.0209721538499998
2007-03-29,9.3,0.6,18.9,0.0,0.0,2.9,1.01445846007
2007-03-30,10.9,5.0,16.7,0.25789473684210523,0.0,7.1,1.00784607396
2007-03-31,10.9,4.4,14.4,0.25789473684210523,0.0,10.4,1.0046759203325226
2007-04-01,5.0,-1.1,10.6,0.2854651162790698,0.0,4.8,1.00685915066
2007-04-02,5.7,0.0,11.1,0.2854651162790698,0.0,4.9,1.01100422852
2007-04-03,6.9,0.0,12.8,0.2854651162790698,0.0,6.8,1.0079447662899998
2007-04-04,12.1,7.8,18.3,0.2854651162790698,0.0,1.9,1.00656307367
2007-04-05,14.7,5.6,24.4,0.0,0.0,7.2,1.00508268872
2007-04-06,16.7,9.4,24.4,0.0,0.0,8.3,0.9996546105699998
2007-04-07,13.8,10.6,17.8,0.2854651162790698,0.0,12.7,0.9977794562999999
2007-04-08,9.7,3.3,13.3,0.2854651162790698,0.0,6.1,0.99827291795
2007-04-09,9.0,6.1,13.3,0.2854651162790698,0.0,19.1,1.0034049191099998
2007-04-10,9.2,3.9,15.6,0.6,0.0,7.7,1.0053218921638982
2007-04-11,8.7,6.1,13.3,0.2854651162790698,0.0,17.7,0.9971873023199999
2007-04-12,8.2,6.1,11.7,0.2854651162790698,0.0,15.0,1.0053218921638982
2007-04-13,9.5,2.8,17.8,0.2854651162790698,0.0,6.1,1.00587222736
2007-04-14,10.6,5.6,13.9,0.2854651162790698,0.0,11.9,1.0055761503699998
2007-04-15,8.0,1.1,13.9,0.0,0.0,4.4,1.0145571523999999
2007-04-16,8.3,5.0,12.8,0.2854651162790698,0.0,5.3,1.00784607396
2007-04-17,7.0,4.4,10.0,0.2854651162790698,0.0,8.2,1.0067604583299998
2007-04-18,7.0,3.9,11.1,0.2854651162790698,0.0,14.2,1.0082408432799999
2007-04-19,7.7,2.2,13.9,0.0,0.0,4.0,1.0053218921638982
2007-04-20,8.6,0.6,16.7,0.0,0.0,4.8,0.99945722591
2007-04-21,8.8,6.7,11.1,0.2854651162790698,0.0,7.8,1.0053218921638982
2007-04-22,10.3,6.1,15.0,0.2854651162790698,0.0,5.3,1.0053218921638982
2007-04-23,11.0,4.4,18.3,0.0,0.0,5.8,1.00932645891
2007-04-24,11.9,8.9,15.0,0.2854651162790698,0.0,9.8,1.0113003055099998
2007-04-25,10.9,7.2,15.0,0.0,0.0,6.7,1.0113989978399998
2007-04-26,11.6,5.0,18.3,0.0,0.0,5.8,1.0103133822099999
2007-04-27,15.4,9.4,20.6,0.0,0.0,4.4,1.00814215095
2007-04-28,14.7,10.6,20.6,0.2854651162790698,0.0,4.8,1.0053218921638982
2007-04-29,12.5,7.8,18.9,0.0,0.0,5.5,1.0064643813399998
2007-04-30,10.0,5.0,15.6,0.0,0.0,7.1,1.00508268872
2007-05-01,11.4,7.8,15.6,0.07355371900826445,0.0,3.2,0.9984703026099999
2007-05-02,9.8,6.1,12.2,0.07355371900826445,0.0,15.2,0.9969899176599999
2007-05-03,8.5,5.6,12.2,0.07355371900826445,0.0,7.0,1.0034049191099998
2007-05-04,8.9,5.0,13.9,0.07355371900826445,0.0,6.9,1.0043861533784462
2007-05-05,8.6,1.7,14.4,0.0,0.0,1.3,1.0135702291
2007-05-06,14.0,9.4,18.9,0.07355371900826445,0.0,2.1,1.0043861533784462
2007-05-07,17.7,8.0,27.2,0.07355371900826445,0.0,5.3,1.0043861533784462
2007-05-08,16.0,9.4,23.3,0.07355371900826445,0.0,9.3,1.0020232264899998
2007-05-09,12.0,4.4,20.6,0.0,0.0,9.2,1.00606961202
